author,published_at,text,clean_text,case_fold_text,punctuation_text,normalized_text,tokens,text_stemmed
@zpgaming433,2025-09-30T09:48:34Z,"Sebenarnya bukan salah pak Prabowo tapi salak pihak di belakang layar, contoh liat aja ada yg bersih makanan nya ada yg kayak prindavan,yahhh enggak heran lah manusia serakah,uang nya di masok in ke kantong pribadi,dan pasti nya yg di salahin presiden nya, makanan gratis kok kek gini, padahal uang anggaran nya di korup dan presiden enggak tau","Sebenarnya bukan salah pak Prabowo tapi salak pihak di belakang layar, contoh liat aja ada yg bersih makanan nya ada yg kayak prindavan,yahhh enggak heran lah manusia serakah,uang nya di masok in ke kantong pribadi,dan pasti nya yg di salahin presiden nya, makanan gratis kok kek gini, padahal uang anggaran nya di korup dan presiden enggak tau","sebenarnya bukan salah pak prabowo tapi salak pihak di belakang layar, contoh liat aja ada yg bersih makanan nya ada yg kayak prindavan,yahhh enggak heran lah manusia serakah,uang nya di masok in ke kantong pribadi,dan pasti nya yg di salahin presiden nya, makanan gratis kok kek gini, padahal uang anggaran nya di korup dan presiden enggak tau",sebenarnya bukan salah pak prabowo tapi salak pihak di belakang layar contoh liat aja ada yg bersih makanan nya ada yg kayak prindavanyahhh enggak heran lah manusia serakahuang nya di masok in ke kantong pribadidan pasti nya yg di salahin presiden nya makanan gratis kok kek gini padahal uang anggaran nya di korup dan presiden enggak tau,sebenarnya bukan salah bapak prabowo tapi salak pihak di belakang layar contoh lihat saja ada yang bersih makanan ya ada yang seperti prindavanyahhh tidak heran lah manusia serakahuang ya di masok di ke kantong pribadidan pasti ya yang di salahkan presiden ya makanan gratis kok seperti begini padahal uang anggaran ya di korup dan presiden tidak tau,"['sebenarnya', 'bukan', 'salah', 'bapak', 'prabowo', 'tapi', 'salak', 'pihak', 'di', 'belakang', 'layar', 'contoh', 'lihat', 'saja', 'ada', 'yang', 'bersih', 'makanan', 'ya', 'ada', 'yang', 'seperti', 'prindavanyahhh', 'tidak', 'heran', 'lah', 'manusia', 'serakahuang', 'ya', 'di', 'masok', 'di', 'ke', 'kantong', 'pribadidan', 'pasti', 'ya', 'yang', 'di', 'salahkan', 'presiden', 'ya', 'makanan', 'gratis', 'kok', 'seperti', 'begini', 'padahal', 'uang', 'anggaran', 'ya', 'di', 'korup', 'dan', 'presiden', 'tidak', 'tau']","['benar', 'bukan', 'salah', 'bapak', 'prabowo', 'tapi', 'salak', 'pihak', 'di', 'belakang', 'layar', 'contoh', 'lihat', 'saja', 'ada', 'yang', 'bersih', 'makan', 'ya', 'ada', 'yang', 'seperti', 'prindavanyahhh', 'tidak', 'heran', 'lah', 'manusia', 'serakahuang', 'ya', 'di', 'masok', 'di', 'ke', 'kantong', 'pribadidan', 'pasti', 'ya', 'yang', 'di', 'salah', 'presiden', 'ya', 'makan', 'gratis', 'kok', 'seperti', 'begini', 'padahal', 'uang', 'anggar', 'ya', 'di', 'korup', 'dan', 'presiden', 'tidak', 'tau']"
@Dion_editx,2025-09-30T09:44:29Z,Mbg makanan beracun gratis😂,Mbg makanan beracun gratis,mbg makanan beracun gratis,mbg makanan beracun gratis,mbak makanan beracun gratis,"['mbak', 'makanan', 'beracun', 'gratis']","['mbak', 'makan', 'racun', 'gratis']"
@amar_5-r9w,2025-09-30T09:09:06Z,Di tempat ku Plosok belum dapat,Di tempat ku Plosok belum dapat,di tempat ku plosok belum dapat,di tempat ku plosok belum dapat,di tempat ku plosok belum dapat,"['di', 'tempat', 'ku', 'plosok', 'belum', 'dapat']","['di', 'tempat', 'ku', 'plosok', 'belum', 'dapat']"
@touis-o2v,2025-09-30T08:59:29Z,M. Makan  B. Bercun G. Gratis MBG MAKAN BERACUN GRATIS 😡😡😡,M. Makan  B. Bercun G. Gratis MBG MAKAN BERACUN GRATIS ,m. makan  b. bercun g. gratis mbg makan beracun gratis ,m makan  b bercun g gratis mbg makan beracun gratis ,sama makan b bercun tidak gratis mbak makan beracun gratis,"['sama', 'makan', 'b', 'bercun', 'tidak', 'gratis', 'mbak', 'makan', 'beracun', 'gratis']","['sama', 'makan', 'b', 'cun', 'tidak', 'gratis', 'mbak', 'makan', 'racun', 'gratis']"
@Najma_chanell-14,2025-09-30T08:57:42Z,Aku GK mau bukan karna keracunan tapi emng GK suka,Aku GK mau bukan karna keracunan tapi emng GK suka,aku gk mau bukan karna keracunan tapi emng gk suka,aku gk mau bukan karna keracunan tapi emng gk suka,aku tidak mau bukan karena keracunan tapi memang tidak suka,"['aku', 'tidak', 'mau', 'bukan', 'karena', 'keracunan', 'tapi', 'memang', 'tidak', 'suka']","['aku', 'tidak', 'mau', 'bukan', 'karena', 'racun', 'tapi', 'memang', 'tidak', 'suka']"
@aryabima853,2025-09-30T08:44:27Z,Menuju Indonesia cemas 2030 bersiap lah para pejuang printis saya juga,Menuju Indonesia cemas  bersiap lah para pejuang printis saya juga,menuju indonesia cemas  bersiap lah para pejuang printis saya juga,menuju indonesia cemas  bersiap lah para pejuang printis saya juga,menuju indonesia cemas bersiap lah para pejuang printis aku juga,"['menuju', 'indonesia', 'cemas', 'bersiap', 'lah', 'para', 'pejuang', 'printis', 'aku', 'juga']","['tuju', 'indonesia', 'cemas', 'siap', 'lah', 'para', 'juang', 'printis', 'aku', 'juga']"
@ramsilsdkn8840,2025-09-30T08:21:57Z,"Nama nya juga negara koruptor, rakyat itu hanya numpang, apa rakyat mati atau hidup itu urusan rakyat, gak mau pemerintah tanggungjawab 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣","Nama nya juga negara koruptor, rakyat itu hanya numpang, apa rakyat mati atau hidup itu urusan rakyat, gak mau pemerintah tanggungjawab ","nama nya juga negara koruptor, rakyat itu hanya numpang, apa rakyat mati atau hidup itu urusan rakyat, gak mau pemerintah tanggungjawab ",nama nya juga negara koruptor rakyat itu hanya numpang apa rakyat mati atau hidup itu urusan rakyat gak mau pemerintah tanggungjawab ,nama ya juga negara koruptor rakyat itu hanya numpang apa rakyat mati atau hidup itu urusan rakyat tidak mau pemerintah tanggungjawab,"['nama', 'ya', 'juga', 'negara', 'koruptor', 'rakyat', 'itu', 'hanya', 'numpang', 'apa', 'rakyat', 'mati', 'atau', 'hidup', 'itu', 'urusan', 'rakyat', 'tidak', 'mau', 'pemerintah', 'tanggungjawab']","['nama', 'ya', 'juga', 'negara', 'koruptor', 'rakyat', 'itu', 'hanya', 'numpang', 'apa', 'rakyat', 'mati', 'atau', 'hidup', 'itu', 'urus', 'rakyat', 'tidak', 'mau', 'perintah', 'tanggungjawab']"
@danz_efitz96,2025-09-30T08:21:50Z,"Jujur saya kerja di program MBG tersebut,itu tergantung cara pengolahannya dan itu kasus keracunan pasti salah proses pengolahannya,jadi tidak semua dari program SPPG tersebut gagal, Alhamdulillah di tempatku bekerja ini masih aman dan menjaga kualitas yang terbaik 🥰","Jujur saya kerja di program MBG tersebut,itu tergantung cara pengolahannya dan itu kasus keracunan pasti salah proses pengolahannya,jadi tidak semua dari program SPPG tersebut gagal, Alhamdulillah di tempatku bekerja ini masih aman dan menjaga kualitas yang terbaik ","jujur saya kerja di program mbg tersebut,itu tergantung cara pengolahannya dan itu kasus keracunan pasti salah proses pengolahannya,jadi tidak semua dari program sppg tersebut gagal, alhamdulillah di tempatku bekerja ini masih aman dan menjaga kualitas yang terbaik ",jujur saya kerja di program mbg tersebutitu tergantung cara pengolahannya dan itu kasus keracunan pasti salah proses pengolahannyajadi tidak semua dari program sppg tersebut gagal alhamdulillah di tempatku bekerja ini masih aman dan menjaga kualitas yang terbaik ,jujur aku kerja di program mbak tersebutitu tergantung cara pengolahannya dan itu kasus keracunan pasti salah proses pengolahannyajadi tidak semua dari program sppg tersebut gagal alhamdulilah di tempatku bekerja ini masih aman dan menjaga kualitas yang terbaik,"['jujur', 'aku', 'kerja', 'di', 'program', 'mbak', 'tersebutitu', 'tergantung', 'cara', 'pengolahannya', 'dan', 'itu', 'kasus', 'keracunan', 'pasti', 'salah', 'proses', 'pengolahannyajadi', 'tidak', 'semua', 'dari', 'program', 'sppg', 'tersebut', 'gagal', 'alhamdulilah', 'di', 'tempatku', 'bekerja', 'ini', 'masih', 'aman', 'dan', 'menjaga', 'kualitas', 'yang', 'terbaik']","['jujur', 'aku', 'kerja', 'di', 'program', 'mbak', 'tersebutitu', 'gantung', 'cara', 'olah', 'dan', 'itu', 'kasus', 'racun', 'pasti', 'salah', 'proses', 'pengolahannyajadi', 'tidak', 'semua', 'dari', 'program', 'sppg', 'sebut', 'gagal', 'alhamdulilah', 'di', 'tempat', 'kerja', 'ini', 'masih', 'aman', 'dan', 'jaga', 'kualitas', 'yang', 'baik']"
@ilhamMahmudi-d9o,2025-09-30T08:17:45Z,jir gimana dah itu motong semangkanya pakek SAMURAI kah 😂😂😂,jir gimana dah itu motong semangkanya pakek SAMURAI kah ,jir gimana dah itu motong semangkanya pakek samurai kah ,jir gimana dah itu motong semangkanya pakek samurai kah ,jir bagaimana sudah itu motong semangkanya pakai samurai kah,"['jir', 'bagaimana', 'sudah', 'itu', 'motong', 'semangkanya', 'pakai', 'samurai', 'kah']","['jir', 'bagaimana', 'sudah', 'itu', 'motong', 'semangka', 'pakai', 'samurai', 'kah']"
@Tegar_yaai,2025-09-30T07:52:17Z,MBG<br><br><br><br><br><br><br>Mati Beracun Geratis😂,MBGMati Beracun Geratis,mbgmati beracun geratis,mbgmati beracun geratis,mbgmati beracun geratis,"['mbgmati', 'beracun', 'geratis']","['mbgmati', 'racun', 'gerat']"
@Arikien,2025-09-30T07:37:37Z,Memberi Biji Gratis (MBG),Memberi Biji Gratis (MBG),memberi biji gratis (mbg),memberi biji gratis mbg,memberi biji gratis mbak,"['memberi', 'biji', 'gratis', 'mbak']","['beri', 'biji', 'gratis', 'mbak']"
@hariatieyr1775,2025-09-30T07:34:21Z,"Progam siapa??seluruh Indonesia MakanBeracunGratis anak2 sekolah,","Progam siapa??seluruh Indonesia MakanBeracunGratis anak sekolah,","progam siapa??seluruh indonesia makanberacungratis anak sekolah,",progam siapaseluruh indonesia makanberacungratis anak sekolah,progam siapaseluruh indonesia makanberacungratis anak sekolah,"['progam', 'siapaseluruh', 'indonesia', 'makanberacungratis', 'anak', 'sekolah']","['progam', 'siapaseluruh', 'indonesia', 'makanberacungratis', 'anak', 'sekolah']"
@DessyAisyah-u9k,2025-09-30T07:27:26Z,Vvgggbnkernmsmdnmjejdl🤬,Vvgggbnkernmsmdnmjejdl,vvgggbnkernmsmdnmjejdl,vvgggbnkernmsmdnmjejdl,vvgggbnkernmsmdnmjejdl,['vvgggbnkernmsmdnmjejdl'],['vvgggbnkernmsmdnmjejdl']
@DessyAisyah-u9k,2025-09-30T07:26:29Z,Chfnbuugvyvtcttctdrdrddr😂,Chfnbuugvyvtcttctdrdrddr,chfnbuugvyvtcttctdrdrddr,chfnbuugvyvtcttctdrdrddr,chfnbuugvyvtcttctdrdrddr,['chfnbuugvyvtcttctdrdrddr'],['chfnbuugvyvtcttctdrdrddr']
@kubers9840,2025-09-30T07:24:34Z,Saya enak bang gk ad racun enak banyak,Saya enak bang gk ad racun enak banyak,saya enak bang gk ad racun enak banyak,saya enak bang gk ad racun enak banyak,aku enak kakak tidak ada racun enak banyak,"['aku', 'enak', 'kakak', 'tidak', 'ada', 'racun', 'enak', 'banyak']","['aku', 'enak', 'kakak', 'tidak', 'ada', 'racun', 'enak', 'banyak']"
@HavierUmbara,2025-09-30T07:12:57Z,Aku dapet chicken katsu,Aku dapet chicken katsu,aku dapet chicken katsu,aku dapet chicken katsu,aku dapat chicken katsu,"['aku', 'dapat', 'chicken', 'katsu']","['aku', 'dapat', 'chicken', 'katsu']"
@Krishna-bo5wv,2025-09-30T07:04:15Z,Banyak yang korupsi paling bang 😂,Banyak yang korupsi paling bang ,banyak yang korupsi paling bang ,banyak yang korupsi paling bang ,banyak yang korupsi paling kakak,"['banyak', 'yang', 'korupsi', 'paling', 'kakak']","['banyak', 'yang', 'korupsi', 'paling', 'kakak']"
@yayangdesi4808,2025-09-30T07:02:41Z,sumpah disekolah gw ada mbg semua anak dek degan coy takut keracunan semua,sumpah disekolah gw ada mbg semua anak dek degan coy takut keracunan semua,sumpah disekolah gw ada mbg semua anak dek degan coy takut keracunan semua,sumpah disekolah gw ada mbg semua anak dek degan coy takut keracunan semua,sumpah disekolah aku ada mbak semua anak dik degan coy takut keracunan semua,"['sumpah', 'disekolah', 'aku', 'ada', 'mbak', 'semua', 'anak', 'dik', 'degan', 'coy', 'takut', 'keracunan', 'semua']","['sumpah', 'seko', 'aku', 'ada', 'mbak', 'semua', 'anak', 'dik', 'degan', 'coy', 'takut', 'racun', 'semua']"
@atfootball19,2025-09-30T07:02:26Z,semangka setipis tisu,semangka setipis tisu,semangka setipis tisu,semangka setipis tisu,semangka setipis tisu,"['semangka', 'setipis', 'tisu']","['semangka', 'setip', 'tisu']"
@AlDzaLan-gaming,2025-09-30T07:02:26Z,Makan bergizi gratis❎️<br>Makan beracun gratis✅️<br>Makan brutal gratis✅️,Makan bergizi gratisMakan beracun gratisMakan brutal gratis,makan bergizi gratismakan beracun gratismakan brutal gratis,makan bergizi gratismakan beracun gratismakan brutal gratis,makan bergizi gratismakan beracun gratismakan brutal gratis,"['makan', 'bergizi', 'gratismakan', 'beracun', 'gratismakan', 'brutal', 'gratis']","['makan', 'gizi', 'gratismakan', 'racun', 'gratismakan', 'brutal', 'gratis']"
@NURIMAM301,2025-09-30T06:58:02Z,"Tapi di sekolah gw aman aman aja kok bng, udah hampir setahun program itu berjalan, gua dan temen gua pada gapernah tuh dpt makanan yg basi masih pada fresh semua makanannya, jadi intinya ga di semua wilayah program mbg itu jadi (makanan beracun gratis) disini di maros sulsel aja aman aman aja kok bnag, thanks pak prabowo 🥰🥰🥰","Tapi di sekolah gw aman aman aja kok bng, udah hampir setahun program itu berjalan, gua dan temen gua pada gapernah tuh dpt makanan yg basi masih pada fresh semua makanannya, jadi intinya ga di semua wilayah program mbg itu jadi (makanan beracun gratis) disini di maros sulsel aja aman aman aja kok bnag, thanks pak prabowo ","tapi di sekolah gw aman aman aja kok bng, udah hampir setahun program itu berjalan, gua dan temen gua pada gapernah tuh dpt makanan yg basi masih pada fresh semua makanannya, jadi intinya ga di semua wilayah program mbg itu jadi (makanan beracun gratis) disini di maros sulsel aja aman aman aja kok bnag, thanks pak prabowo ",tapi di sekolah gw aman aman aja kok bng udah hampir setahun program itu berjalan gua dan temen gua pada gapernah tuh dpt makanan yg basi masih pada fresh semua makanannya jadi intinya ga di semua wilayah program mbg itu jadi makanan beracun gratis disini di maros sulsel aja aman aman aja kok bnag thanks pak prabowo ,tapi di sekolah aku aman aman saja kok bang sudah hampir setahun program itu berjalan aku dan teman aku pada tidak pernah itu dapat makanan yang basi masih pada segar semua makanannya jadi intinya tidak di semua wilayah program mbak itu jadi makanan beracun gratis disini di maros sulsel saja aman aman saja kok bnag terimakasih bapak prabowo,"['tapi', 'di', 'sekolah', 'aku', 'aman', 'aman', 'saja', 'kok', 'bang', 'sudah', 'hampir', 'setahun', 'program', 'itu', 'berjalan', 'aku', 'dan', 'teman', 'aku', 'pada', 'tidak', 'pernah', 'itu', 'dapat', 'makanan', 'yang', 'basi', 'masih', 'pada', 'segar', 'semua', 'makanannya', 'jadi', 'intinya', 'tidak', 'di', 'semua', 'wilayah', 'program', 'mbak', 'itu', 'jadi', 'makanan', 'beracun', 'gratis', 'disini', 'di', 'maros', 'sulsel', 'saja', 'aman', 'aman', 'saja', 'kok', 'bnag', 'terimakasih', 'bapak', 'prabowo']","['tapi', 'di', 'sekolah', 'aku', 'aman', 'aman', 'saja', 'kok', 'bang', 'sudah', 'hampir', 'tahun', 'program', 'itu', 'jalan', 'aku', 'dan', 'teman', 'aku', 'pada', 'tidak', 'pernah', 'itu', 'dapat', 'makan', 'yang', 'basi', 'masih', 'pada', 'segar', 'semua', 'makan', 'jadi', 'inti', 'tidak', 'di', 'semua', 'wilayah', 'program', 'mbak', 'itu', 'jadi', 'makan', 'racun', 'gratis', 'sini', 'di', 'maros', 'sulsel', 'saja', 'aman', 'aman', 'saja', 'kok', 'bnag', 'terimakasih', 'bapak', 'prabowo']"
@Nightshade_Arona,2025-09-30T06:53:42Z,Bang lu tau ga tadi kami dapat MBG sayurnya basi😭<br>Entah berapa anak tumbang karna basi😭,Bang lu tau ga tadi kami dapat MBG sayurnya basiEntah berapa anak tumbang karna basi,bang lu tau ga tadi kami dapat mbg sayurnya basientah berapa anak tumbang karna basi,bang lu tau ga tadi kami dapat mbg sayurnya basientah berapa anak tumbang karna basi,kakak kamu tau tidak tadi kami dapat mbak sayurnya basientah berapa anak tumbang karena basi,"['kakak', 'kamu', 'tau', 'tidak', 'tadi', 'kami', 'dapat', 'mbak', 'sayurnya', 'basientah', 'berapa', 'anak', 'tumbang', 'karena', 'basi']","['kakak', 'kamu', 'tau', 'tidak', 'tadi', 'kami', 'dapat', 'mbak', 'sayur', 'basientah', 'berapa', 'anak', 'tumbang', 'karena', 'basi']"
@HRJK_3307_lagi_sedih,2025-09-30T06:45:08Z,Aku hampir ke makam telur bercacing,Aku hampir ke makam telur bercacing,aku hampir ke makam telur bercacing,aku hampir ke makam telur bercacing,aku hampir ke makam telur bercacing,"['aku', 'hampir', 'ke', 'makam', 'telur', 'bercacing']","['aku', 'hampir', 'ke', 'makam', 'telur', 'cacing']"
@BuronanMertua-w5y,2025-09-30T06:30:34Z,Semangka setipis tisu,Semangka setipis tisu,semangka setipis tisu,semangka setipis tisu,semangka setipis tisu,"['semangka', 'setipis', 'tisu']","['semangka', 'setip', 'tisu']"
@ohionjay,2025-09-30T06:19:10Z,"MBG juga ngebuka sifat asli orang indo, kalau pada suka korupsi contoh pelaksana","MBG juga ngebuka sifat asli orang indo, kalau pada suka korupsi contoh pelaksana","mbg juga ngebuka sifat asli orang indo, kalau pada suka korupsi contoh pelaksana",mbg juga ngebuka sifat asli orang indo kalau pada suka korupsi contoh pelaksana,mbak juga ngebuka sifat asli orang indonesia kalau pada suka korupsi contoh pelaksana,"['mbak', 'juga', 'ngebuka', 'sifat', 'asli', 'orang', 'indonesia', 'kalau', 'pada', 'suka', 'korupsi', 'contoh', 'pelaksana']","['mbak', 'juga', 'ngebuka', 'sifat', 'asli', 'orang', 'indonesia', 'kalau', 'pada', 'suka', 'korupsi', 'contoh', 'laksana']"
@DJZulfanSaputra,2025-09-30T06:17:06Z,Kalau ini bukan salah presiden<br>Murni salah bawahannya,Kalau ini bukan salah presidenMurni salah bawahannya,kalau ini bukan salah presidenmurni salah bawahannya,kalau ini bukan salah presidenmurni salah bawahannya,kalau ini bukan salah presidenmurni salah bawahannya,"['kalau', 'ini', 'bukan', 'salah', 'presidenmurni', 'salah', 'bawahannya']","['kalau', 'ini', 'bukan', 'salah', 'presidenmurni', 'salah', 'bawah']"
@hafizhaj1801,2025-09-30T03:51:44Z,"Kata gratis itu cuma propaganda, padahal aslinya uang pajak😂","Kata gratis itu cuma propaganda, padahal aslinya uang pajak","kata gratis itu cuma propaganda, padahal aslinya uang pajak",kata gratis itu cuma propaganda padahal aslinya uang pajak,kata gratis itu hanya propaganda padahal aslinya uang pajak,"['kata', 'gratis', 'itu', 'hanya', 'propaganda', 'padahal', 'aslinya', 'uang', 'pajak']","['kata', 'gratis', 'itu', 'hanya', 'propaganda', 'padahal', 'asli', 'uang', 'pajak']"
@ilhamwisnuwardana2007,2025-09-30T01:35:53Z,"MUNGKIN PENYEBAB KERACUNAN ITU BUKAN CUMA PRODUKSINYQ AJA TAPI JUGA PENDISTRIBUSIANNNYA YG LAMA SEPERTI SUDAH LAMA DI MASAK,DISIMPAN,DIKIRIM UDAH BASI AJA TERUS DITAMBAH TIDAK ADANYA PENGECEKAN BERULANG ULANG😢😢😢😢😢<br><br>AKU HERAN YA KITA AJA PESEN MAKANAN ONLINE AJA DALAM JUMLAH BANYAK JUGA UNTUK ACARA SEKOLAH KAYAK LOMBA LOMBA AJA MASIH UTUH DAN AWET INI KOK MBG PROGRAM RESMI SEMUANYA ADA KOK KELEWAT BAGAIMANA😢😢😢😢😢😢","MUNGKIN PENYEBAB KERACUNAN ITU BUKAN CUMA PRODUKSINYQ AJA TAPI JUGA PENDISTRIBUSIANNNYA YG LAMA SEPERTI SUDAH LAMA DI MASAK,DISIMPAN,DIKIRIM UDAH BASI AJA TERUS DITAMBAH TIDAK ADANYA PENGECEKAN BERULANG ULANGAKU HERAN YA KITA AJA PESEN MAKANAN ONLINE AJA DALAM JUMLAH BANYAK JUGA UNTUK ACARA SEKOLAH KAYAK LOMBA LOMBA AJA MASIH UTUH DAN AWET INI KOK MBG PROGRAM RESMI SEMUANYA ADA KOK KELEWAT BAGAIMANA","mungkin penyebab keracunan itu bukan cuma produksinyq aja tapi juga pendistribusiannnya yg lama seperti sudah lama di masak,disimpan,dikirim udah basi aja terus ditambah tidak adanya pengecekan berulang ulangaku heran ya kita aja pesen makanan online aja dalam jumlah banyak juga untuk acara sekolah kayak lomba lomba aja masih utuh dan awet ini kok mbg program resmi semuanya ada kok kelewat bagaimana",mungkin penyebab keracunan itu bukan cuma produksinyq aja tapi juga pendistribusiannnya yg lama seperti sudah lama di masakdisimpandikirim udah basi aja terus ditambah tidak adanya pengecekan berulang ulangaku heran ya kita aja pesen makanan online aja dalam jumlah banyak juga untuk acara sekolah kayak lomba lomba aja masih utuh dan awet ini kok mbg program resmi semuanya ada kok kelewat bagaimana,mungkin penyebab keracunan itu bukan hanya produksinyq saja tapi juga pendistribusiannnya yang lama seperti sudah lama di masakdisimpandikirim sudah basi saja terus ditambah tidak adanya pengecekan berulang ulangaku heran ya kita saja pesan makanan daring saja dalam jumlah banyak juga untuk acara sekolah seperti lomba lomba saja masih utuh dan awet ini kok mbak program resmi semuanya ada kok kelewat bagaimana,"['mungkin', 'penyebab', 'keracunan', 'itu', 'bukan', 'hanya', 'produksinyq', 'saja', 'tapi', 'juga', 'pendistribusiannnya', 'yang', 'lama', 'seperti', 'sudah', 'lama', 'di', 'masakdisimpandikirim', 'sudah', 'basi', 'saja', 'terus', 'ditambah', 'tidak', 'adanya', 'pengecekan', 'berulang', 'ulangaku', 'heran', 'ya', 'kita', 'saja', 'pesan', 'makanan', 'daring', 'saja', 'dalam', 'jumlah', 'banyak', 'juga', 'untuk', 'acara', 'sekolah', 'seperti', 'lomba', 'lomba', 'saja', 'masih', 'utuh', 'dan', 'awet', 'ini', 'kok', 'mbak', 'program', 'resmi', 'semuanya', 'ada', 'kok', 'kelewat', 'bagaimana']","['mungkin', 'sebab', 'racun', 'itu', 'bukan', 'hanya', 'produksinyq', 'saja', 'tapi', 'juga', 'pendistribusiannnya', 'yang', 'lama', 'seperti', 'sudah', 'lama', 'di', 'masakdisimpandikirim', 'sudah', 'basi', 'saja', 'terus', 'tambah', 'tidak', 'ada', 'kece', 'ulang', 'ulangaku', 'heran', 'ya', 'kita', 'saja', 'pesan', 'makan', 'daring', 'saja', 'dalam', 'jumlah', 'banyak', 'juga', 'untuk', 'acara', 'sekolah', 'seperti', 'lomba', 'lomba', 'saja', 'masih', 'utuh', 'dan', 'awet', 'ini', 'kok', 'mbak', 'program', 'resmi', 'semua', 'ada', 'kok', 'lewat', 'bagaimana']"
