author,published_at,text
@kuroid__,2025-10-02T04:35:18Z,Yg jujur susah di cari
@AbiNurfatih,2025-10-02T03:56:24Z,Masya Allah semangka nya kaya papir gitu kok bisa yah.bener2 koruptor dah mndarah daging di lapisan manusia2 serakah dmna pun berada.
@vindradikadaop1bekasi,2025-10-02T03:52:40Z,Aku di mbg dapet kraby patty🤫🧏‍♂️
@zabank7338,2025-10-02T02:58:28Z,Hanya ribuan dari ratusan ribu hingga jutaan siswa siswi penerima MBG yg terkena keracunan ya gae. Sangat disayangkan masih bnyk yg nge jelek2 in program nya yg padahal yg salah itu yg ngelola makanan nya. Semoga vendor nakal korup dan gk amanah segera ditangkap
@ytreyaoffical686,2025-10-02T02:57:39Z,Indonesia KontoI
@fadjrimaurendra,2025-10-02T02:52:21Z,"Gak usah bergizi dulu deh, bersih aja dulu gak beracun"
@lkihduh,2025-10-02T02:19:39Z,BG nama asli mbg teh makanan beracun gratis
@akunfatangmail,2025-10-02T02:00:11Z,MBG= Makan B=Beracun G=Gratis<br><br>Artinya makan beracun gratis💀
@robisubagja3516,2025-10-02T01:57:46Z,Gaya kali mau makan hiu
@PONDOKPESANTRENMIFTAHULHASANAH,2025-10-02T01:40:55Z,DAPUR MBG. NJIR..😋
@Kirana_edit-clone,2025-10-02T01:10:12Z,Sekolah gw yg dapet mbg cuma kelas 1-2 aja🤗
@Agniaryosaputra,2025-10-02T00:04:59Z,Untung gw blom dpt MBG
@SatriaPamungkas-uw4dg,2025-10-01T23:53:50Z,Semakin kuat betapa ruginya bagiku mengikuti serta mencoblos pemerintah<br>Semakin lama bukan nya semakin membaik justru semakin memburuk....<br>Sampai pada tahap pembunuhan bagi mereka yg di anggap hanya kekhilafan semata....👽
@MuhammadImron-m9z,2025-10-01T23:53:43Z,Di sekolahku ada embge mi gacoan aku dapat yang padas
@Wanglin.9yi,2025-10-01T23:50:48Z,Aneh di konoha 😂
@SatriaPamungkas-uw4dg,2025-10-01T23:49:55Z,Itulah pemerintah kita<br>Yg merajalela...😢..... seolah korupsi semakin tak terkendali....emang sih dari pejabat sipil sampe atasan sama aja .....<br><br><br><br><br><br>KASUS MANA LAGI YG TAK BISA DI SELESAIKAN <br>POV PEJABAT:😈
@fachrizaislamy970,2025-10-01T23:01:31Z,Mbg ku ayam geprek sama buah anggur enak anjir soalnya mama gw tau kan mama gw kerja di badan nasional badan gizi
@Annisa27-2ch,2025-10-01T22:24:01Z,Alhamdulillah sekolah saya sampai hari ini aman aman aja
@KhardoSyaid,2025-10-01T21:20:07Z,Aku  ngak  mau   di  kasih🤮
@yayukwidayati8188,2025-10-01T18:46:56Z,Lah Tulungagung kota gw jir 😹
@jeremytheexplorer4689,2025-10-01T17:34:20Z,"Mending bikin dapur jir... Jadi masak langsung ngasih.. <br>Dripada masak malam dan nunggu jam 12 siang. Sempat basi makanan nya<br><br>Mending dapur aja, terus di buat kaya Prasmanan tapi yg ngasih adalah staf jadi teratur dan ga ada siswa yg serakah. Kaya luar negeri ada kantin nya dan sedia mejanya. <br><br>Dipada kaya gini, banyak keracunan karena keburu basi"
@official_zeas,2025-10-01T16:03:07Z,kalidawir hadir bang 🎉
@Hattapower07,2025-10-01T15:52:00Z,"Di kecamatan sebelah ada siswa yg makan MBG, cuma butuh waktu sebentar langsung meninggal"
@Dawn30912,2025-10-01T15:00:18Z,Kalidawir?<br>Masih se-kabupaten lah hehe
@wirayuda7174,2025-10-01T14:24:36Z,Lah aku orang Kalidawir Tulungagung
@JoeMilano-l3g,2025-10-01T13:46:10Z,"Mbg itu bukan singkatan makan bergizi gratis, tapi makan beracun gratis😂😂"
@St3llaA_Unkn0wn,2025-10-01T13:45:43Z,Temanku baru aja dapat sebuah ulet uhh larva lah di makannya 😟 untung gw kagak 😰 takut nyoo 😮‍💨!!<br>Btw makanannya gonta ganti ya 🙂 dari lauk dan snack/buah tambahan 😔
@HafidzRifqiAlghifari,2025-10-01T13:22:12Z,Pas tau ini aku langsung gak mut makan mbg
@AakGacor-p6u5j,2025-10-01T13:14:31Z,Makan beracun gratis
@WEIRDHUMAN123,2025-10-01T12:57:48Z,aku bersyukr sekolahku mbg nya gada yg keracunan
@nalendranaim,2025-10-01T12:39:57Z,Dede ineon mah puncak rantai makanan
@demit_tergiure,2025-10-01T12:19:31Z,"&quot;Ohh.. hanya makanan biasa.Ubur-ubur Benyek,kotoran Ikan Paus,Kotoran Kuda Laut &amp; sedikit Remasan Karet Jangkar&quot;"
@KelfynMamasa733,2025-10-01T12:14:32Z,Makan kracunan gratisss😂
@REFAL_MODE_SAD_999,2025-10-01T12:13:26Z,"bang, tadi di sekolah gw dapet mbg temen gua sayurnya ada ulat nya"
@RafiRafi-b4h8o,2025-10-01T11:57:46Z,Mbg b nya beracun
@GantengZhafran,2025-10-01T11:40:40Z,M=makan<br>B=beracun<br>G=gratis🍱🍱☢️☢️☠️☠️😢
@Neverbeknownafterall,2025-10-01T11:32:38Z,kalian dapet mbg aku dapat mi ayam 😜👈
@Kipas_angin_terbang,2025-10-01T10:50:14Z,Ikan hiu goreng 😂😂😂😂
@BlueGuyYT-r7d,2025-10-01T10:39:40Z,Makan beracun gratis
@muhammadzainalwaro9807,2025-10-01T10:33:42Z,Konten kok gak berkwalitas
@prasaqua85,2025-10-01T10:09:36Z,bang sekolah gua ada yang keracunan
@Hacker_exe-s2t,2025-10-01T09:26:12Z,Hiu goreng dpr makin ga ngotak😂😂
@Arsen-random-mode,2025-10-01T09:10:30Z,chiken katsu mah gw makan hampir setiap hari🗿
@BotakBerambutT,2025-10-01T09:01:38Z,MBG(makan bergizi gratis)✖️<br><br>MRC(makan racun gratis✔️
@rinnydjawa,2025-10-01T09:01:13Z,Bang sekolah ku gak pernah dapet makan gratis
@Kuacihamsterr,2025-10-01T07:05:56Z,"Emang ni negara korupnya udah jadi kewajiban asli, udah diluar akal sehat!!<br>selagi gada hukuman berat buat para koruptor bakalan ada terus sampe kapanpun, dan rakyat selalu yang jadi korban"
@airlanggautamaadityaputra7402,2025-10-01T06:23:15Z,"Ini proyek aneh dan tidak masuk akal untuk skrng, silahkan diskusi jika ada yg kontra dngn pendapat saya."
@PutraPutri-e2b,2025-10-01T06:22:23Z,Makan bergizi gratis❌️<br>Makan beracun gratis✔️ <br><br>🗿🗿
@satriaalviano-g2s1t,2025-10-01T06:08:00Z,mbg itu b=beracun
@turtelepratama6112,2025-10-01T05:56:40Z,Biasanya tiap daerah itu harga pangannya beda&quot; setau gue ada daerah yang d sana bahan makanan sampe gas elpijipun mahal banget karena deket daerah tambang. Bayangin aja 3kg gas lpj itu harganya 35rb dan harga telur sebiji itu 3.500. Gue tau ini karena pernag tugas d daerah itu dulu dan harga kos aja 1.2juta itupun kos&quot;sannya kayak pengedar narkoba anjir mana gak ada fasilitas tambahan apapun. Terus makan nasi bungkus aja 15rb dapet 1 lauk sama 1 sayur
@uiia_banana,2025-10-01T05:33:29Z,Kepanjangan dari MBG <br><br>M . Makana <br>B . Beracun <br>G. Gratis
@RiwansaWan,2025-10-01T04:17:39Z,semakin kesini makin ga guna😂
@Dayahradit-7ti,2025-10-01T00:48:52Z,Salfok sama hiu ❌<br>Salfok sama gambar mi ✔️
@R.Zay2.0,2025-10-01T00:18:21Z,"Kalo gk ada oknum ini program berhasil, harusnya diusut dulu oknumnya"
@kitsuuunee,2025-09-30T23:50:58Z,"Udahlah, kalo programnya mau dilanjut terus, mending ganti jadi makan siang gratis, ga perlu ada embel2 bergizi tai kucing, bukan bergizi malah beracun, kasih makan apa aja yang enak, yang pasti dimakan, manusia purba sok ngomong anak jaman sekarang makannya pilih pilih😂, makanya dikasih MBG gamau, kek mereka mau aja njir dikasih makan begituan"
@c28raditoyudhistira64,2025-09-30T23:24:27Z,"di sini, ketemu 1 yg basi, gajadi dianter ke sekolah sekolah. kemaren di sekolah gua mbg nya gajadi dianter gara2 ada yg basi"
@derilnandas4405,2025-09-30T23:19:12Z,Jalur korupsi dari pemerintah sesungguhnya 😂
@abduljamil660,2025-09-30T22:18:30Z,"Kalau anak orang mampu gk usah mbg , makanan di rumah lebih enak , memberi anak orang mampu seperti menggarami laut , buang buang uang"
@adityaifai6564,2025-09-30T22:11:27Z,itu semangka apa kertas gambar semangka yg digunting wkwkwkw
@jefryjef7975,2025-09-30T21:45:43Z,MBG=makanan buat gelangdangan
@Omjanued,2025-09-30T20:16:44Z,Intinya korupsi
@papskyryanart3957,2025-09-30T18:04:56Z,Pasti duit nya yg di kasih banyak yg di pangkas
@mochi_friends_official,2025-09-30T14:35:31Z,"Sebelumnya aku sebagai anak swasta agak iri gak dapat makan gratis, tapi abis liat kasus ini bersyukur dong 🗿✋"
@hiatus18,2025-09-30T14:24:18Z,"Dari pada makan kek gini,mendingan beli Gacoan ,walaupun sakit perut bentar😌"
@Kyy-EDIT-YT,2025-09-30T14:22:24Z,Dikira kita kanibal apa Di sekolahlah ku juga ada sihh😅
@EmiliaDada,2025-09-30T14:13:09Z,Di kami bang bagus pelayananya  diperhatikan
@HamidahNdah,2025-09-30T13:57:46Z,Gue juga makan sekolah geratis
@R-V-E-b6c,2025-09-30T12:56:40Z,Ikan lele✖️<br>Ikan hiu✔️<br>Bisa gitu anjir walaupun memang orang sana udah biasa makan hiu<br>Tapi ya ini kasih makanan anak² <br>Bergizi kan emang anak² anaknya glutonny anjir yang gatau glutonny apa itu dari game ya 👍🏽👍🏽🗿
@SobatNangka,2025-09-30T12:56:01Z,Ngakak bet cik semangkanya kerempeng g tuh 😂
@BagasEditz16,2025-09-30T11:59:28Z,Dahlah ni negara majunya pas di zaman era presiden 3 doang 🗿
@ztpride2315,2025-09-30T11:48:35Z,"Untungg ,guaaa udh Gak ngerasain program mbh Gini ,Kebayang kalau gua keracunan 😊😁"
@ztpride2315,2025-09-30T11:46:11Z,Apa kabrr Yg keracunan Gtu ???
@RaffasyaA.S,2025-09-30T11:38:59Z,Itu sih aku aku muntah muntah sama pusing😢
@4rd4c1huy,2025-09-30T11:37:50Z,Hari ini juga temenku ada cacing di seladanya untung gk kemakan
@kia_gacha_Indonesia,2025-09-30T11:12:36Z,Ah mending bikin sendiri lebih.
@cielch7446,2025-09-30T11:08:29Z,"tmen gw ada yg kerja di sana, kebanyakan memang jadi ladang korupsi"
@tsukihikari4293,2025-09-30T10:21:36Z,MBG EEEEEEW MBG EEEEEEEEEEW MB EEEEEEEEEW ueeekhhhhh blllusurrhrgghrrghg🤮🤮🤮
@AkulBanyu,2025-09-30T10:05:07Z,Kami dari pulau Kalimantan
@dalfioffcialafc-77,2025-09-30T09:59:12Z,Karanglayung nggak ada mbg
@Rayy_Aja12,2025-09-30T09:53:47Z,Lah itu ikan hiu di gw chicken katsu tapi rasanya kek ikan
@zpgaming433,2025-09-30T09:48:34Z,"Sebenarnya bukan salah pak Prabowo tapi salak pihak di belakang layar, contoh liat aja ada yg bersih makanan nya ada yg kayak prindavan,yahhh enggak heran lah manusia serakah,uang nya di masok in ke kantong pribadi,dan pasti nya yg di salahin presiden nya, makanan gratis kok kek gini, padahal uang anggaran nya di korup dan presiden enggak tau"
@Dion_editx,2025-09-30T09:44:29Z,Mbg makanan beracun gratis😂
@amar_5-r9w,2025-09-30T09:09:06Z,Di tempat ku Plosok belum dapat
@touis-o2v,2025-09-30T08:59:29Z,M. Makan  B. Bercun G. Gratis MBG MAKAN BERACUN GRATIS 😡😡😡
@Najma_chanell-14,2025-09-30T08:57:42Z,Aku GK mau bukan karna keracunan tapi emng GK suka
@aryabima853,2025-09-30T08:44:27Z,Menuju Indonesia cemas 2030 bersiap lah para pejuang printis saya juga
@ramsilsdkn8840,2025-09-30T08:21:57Z,"Nama nya juga negara koruptor, rakyat itu hanya numpang, apa rakyat mati atau hidup itu urusan rakyat, gak mau pemerintah tanggungjawab 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
@danz_efitz96,2025-09-30T08:21:50Z,"Jujur saya kerja di program MBG tersebut,itu tergantung cara pengolahannya dan itu kasus keracunan pasti salah proses pengolahannya,jadi tidak semua dari program SPPG tersebut gagal, Alhamdulillah di tempatku bekerja ini masih aman dan menjaga kualitas yang terbaik 🥰"
@ilhamMahmudi-d9o,2025-09-30T08:17:45Z,jir gimana dah itu motong semangkanya pakek SAMURAI kah 😂😂😂
@Tegar_yaai,2025-09-30T07:52:17Z,MBG<br><br><br><br><br><br><br>Mati Beracun Geratis😂
@Arikien,2025-09-30T07:37:37Z,Memberi Biji Gratis (MBG)
@hariatieyr1775,2025-09-30T07:34:21Z,"Progam siapa??seluruh Indonesia MakanBeracunGratis anak2 sekolah,"
@DessyAisyah-u9k,2025-09-30T07:27:26Z,Vvgggbnkernmsmdnmjejdl🤬
@DessyAisyah-u9k,2025-09-30T07:26:29Z,Chfnbuugvyvtcttctdrdrddr😂
@kubers9840,2025-09-30T07:24:34Z,Saya enak bang gk ad racun enak banyak
@HavierUmbara,2025-09-30T07:12:57Z,Aku dapet chicken katsu
@Krishna-bo5wv,2025-09-30T07:04:15Z,Banyak yang korupsi paling bang 😂
@yayangdesi4808,2025-09-30T07:02:41Z,sumpah disekolah gw ada mbg semua anak dek degan coy takut keracunan semua
@atfootball19,2025-09-30T07:02:26Z,semangka setipis tisu
@AlDzaLan-gaming,2025-09-30T07:02:26Z,Makan bergizi gratis❎️<br>Makan beracun gratis✅️<br>Makan brutal gratis✅️
@NURIMAM301,2025-09-30T06:58:02Z,"Tapi di sekolah gw aman aman aja kok bng, udah hampir setahun program itu berjalan, gua dan temen gua pada gapernah tuh dpt makanan yg basi masih pada fresh semua makanannya, jadi intinya ga di semua wilayah program mbg itu jadi (makanan beracun gratis) disini di maros sulsel aja aman aman aja kok bnag, thanks pak prabowo 🥰🥰🥰"
@Nightshade_Arona,2025-09-30T06:53:42Z,Bang lu tau ga tadi kami dapat MBG sayurnya basi😭<br>Entah berapa anak tumbang karna basi😭
@HRJK_3307_lagi_sedih,2025-09-30T06:45:08Z,Aku hampir ke makam telur bercacing
@BuronanMertua-w5y,2025-09-30T06:30:34Z,Semangka setipis tisu
@ohionjay,2025-09-30T06:19:10Z,"MBG juga ngebuka sifat asli orang indo, kalau pada suka korupsi contoh pelaksana"
@DJZulfanSaputra,2025-09-30T06:17:06Z,Kalau ini bukan salah presiden<br>Murni salah bawahannya
@hafizhaj1801,2025-09-30T03:51:44Z,"Kata gratis itu cuma propaganda, padahal aslinya uang pajak😂"
@ilhamwisnuwardana2007,2025-09-30T01:35:53Z,"MUNGKIN PENYEBAB KERACUNAN ITU BUKAN CUMA PRODUKSINYQ AJA TAPI JUGA PENDISTRIBUSIANNNYA YG LAMA SEPERTI SUDAH LAMA DI MASAK,DISIMPAN,DIKIRIM UDAH BASI AJA TERUS DITAMBAH TIDAK ADANYA PENGECEKAN BERULANG ULANG😢😢😢😢😢<br><br>AKU HERAN YA KITA AJA PESEN MAKANAN ONLINE AJA DALAM JUMLAH BANYAK JUGA UNTUK ACARA SEKOLAH KAYAK LOMBA LOMBA AJA MASIH UTUH DAN AWET INI KOK MBG PROGRAM RESMI SEMUANYA ADA KOK KELEWAT BAGAIMANA😢😢😢😢😢😢"
@AndriLonely,2025-09-30T01:20:10Z,Pemainnya banyak saling melindungi jadinya 😂
@Lekpar-i2f,2025-09-30T01:15:21Z,Haha ..klo ada apa apa gx mau tanggung jawab...gmna??? Apa lah ??
@McswyzerSteveford-s4m,2025-09-29T23:51:16Z,Di Malaysia ada program kayak gitu tapi ngak beracun👍
@RafliAlhabsyi-kv,2025-09-29T23:41:42Z,Yg masak emak emak kata temen gue 😅😅😅
@ranemian,2025-09-29T22:39:17Z,"tpi serius dah, kok bisa sih presiden gk notis ini? ini bnyk bgt kasusnya tp kek gk pernah denger klo ada kasus ky gini"
@MasterToji0108,2025-09-29T21:26:10Z,yahh bukan indonesia lahh klau gak korupsi
@windiisyahrendii4193,2025-09-29T19:31:33Z,"Oknum-oknum ni macam anjj ,dikasih amanah malah buat racun anak2 sekolah ,,intinya bukan salah presidenny .."
@farumi_jp,2025-09-29T18:50:55Z,"Chicken katsu mi gacoan kau bilang sehat bang??😂, riceball masih ok lah sehat"
@F25_Official,2025-09-29T15:41:16Z,wahh tulungagung kota gw tuh
@Haidar25-j7c,2025-09-29T15:07:47Z,PK PRABOWO <br>WAJIB TANGGUNG JAWAB <br>JNGN KOK SE ENAKNYA SENDIRI<br>JNGN MENTANG NENTANG ANDA JADI PRESIDEN DASAR TOLOL GOBLOK
@muhammadraga-hq2ol,2025-09-29T14:38:22Z,Itu bukan semangka bang itu kertas yang di gambar mirip semangka
@rifqi_iii,2025-09-29T14:04:55Z,yang dikit yah di korup 😂
@audritulus8563,2025-09-29T13:58:05Z,"Program Konyol ,Sudah Di Kasih Tau Dari Awal Masih Aja Dipilih ,GuobLO*K😂"
@AlmedoMendo,2025-09-29T13:55:58Z,Bang di Papua cuma makan ikan nasi sayur tapi tidak enak sekali nii<br>Habis itu ayam sayur itu saja<br><br>Habis itu ayam
@dyeder,2025-09-29T13:33:03Z,........ makanan yang agak pe...
@Kantelkuda,2025-09-29T13:28:15Z,"Siswa di sekolah lain Komplain karena mbg yang nasinya sedikit + buahnya kecil dibilang kurang bersyukur,ok saya maklumin lah,tapi siswa di sekolah saya yang komplain karena sayurannya basi masih di bilang gak bersyukur sama kepala sekolah,logikanya di mana coba?siswa yang komplain karena sayur basi dengan entengnya kepala sekolah ngomong &quot;kalian kurang bersyukur&quot;,bro wtf?,menurut kalian kepala sekolah saya harus di gimana in guys? 😂"
@Spraydikz,2025-09-29T13:21:04Z,Saya tkut duit mbg di korup juga
@siskazayyan6778,2025-09-29T13:18:23Z,Eh harusnya kalo dapet mbg .kepala sekolah nya suruh di cicipin.😊
@minruto-zx2,2025-09-29T13:15:12Z,MBG:makan beracun gratis
@NathaelElroy,2025-09-29T12:35:13Z,Mbg:I have two side
@FanFilm004,2025-09-29T12:23:35Z,Dikorupsi😂
@LinaGs-p8j,2025-09-29T12:08:38Z,🦈: ngapain makan daging gw 🗿
@Darksistem-youtube,2025-09-29T12:02:01Z,NEW Senjata biologis pemerintah
@irfanpelaihari6615,2025-09-29T11:45:38Z,Untung di sekolah ku ga ada MBG ikan hiu badak cicak goreng kentaki🗿
@dedecantik2200,2025-09-29T11:27:22Z,M:MAKANAN<br>B:BELATUNG<br>G: GRATIS 😂😂😂🎉
@ikinda1622,2025-09-29T11:12:10Z,MBG di daerah kalian dikasih tiap hari apa seminggu sekali?<br>Di tempatku cuma 1 minggu sekali
@rotibakarratu5470,2025-09-29T10:37:42Z,MBG=makan beracun gratis
@Faqihct,2025-09-29T10:29:54Z,MBG goblok
@AzkaAsfar-i7s,2025-09-29T10:24:00Z,muka orang di akhir itu mirip Agus buntung
@YuliusSetiawan-m4r,2025-09-29T10:17:13Z,Puyaku aman bg
@Narutokun-d4t6f,2025-09-29T10:10:59Z,Makan beracun gratis 😂😂
@debiregina2825,2025-09-29T09:43:32Z,Tapi makanan aku aman kok aku ga bermaksud ya hehe😅
@SulastriSulastri-m8f2e,2025-09-29T09:22:27Z,Sekolah ku yg pelosok ngga dpt mbg
@AliadinVD,2025-09-29T09:10:55Z,"bukan hanya di pemerintah, korup udh mendarah daging😂😂😂😂😂😂"
@arjunadirgantara7564,2025-09-29T08:52:02Z,Semangka apa keripik itu kwkwkwkwk
@regatryl,2025-09-29T08:48:58Z,Program sendiri kok kemungkinan keracunan karena kelalaian sendiri gak mau bertanggungjawab??
@BAC0NGGPP,2025-09-29T08:48:17Z,Padahal ikan hiu daging nya tuh mahal terus banyk protein nya tapi kalo masak nya gak bener juga bakal keracunan
@SukiminJr3,2025-09-29T08:27:09Z,"tadi pagi gua dapat MBG pertamankali,makanannya sih enk tapi tempatnya itu kotor banget kayak gk di lap soalnya masih ada bekas air dan ada pelangi nya bikin gak nafsu😢"
@revalina9865,2025-09-29T07:55:38Z,Itu semangka udh setipis silet😂😂<br>Mo gigit pun takut lidah sendiri yg kegigit😂😂
@srimulyani392,2025-09-29T07:38:55Z,Gua steak ayam Ama burger bikin
@Kartoffel-j6i,2025-09-29T06:45:09Z,semangka setipis tisu 🗿
@nai2022,2025-09-29T06:44:30Z,Ini program ajang korup tinggal tunggu aj dikorup brp T
@WawanHikmawan-fs6ol,2025-09-29T06:24:41Z,Indonesia hancur di pimpin Bowo semua duit dikorupsi
@andycaem1186,2025-09-29T06:00:02Z,terlepas dari semua kontroversi program ini juga memberikan lowongan pekerjaan
@RikiFrmnsh,2025-09-29T05:58:28Z,MBG= MAKANAN BIKIN GOBLOK
@Arlaa20,2025-09-29T05:11:58Z,Semangka tipis setipis iPhone ajr😂
@back-rvr,2025-09-29T04:54:09Z,Chuk bucket dapur MBG nooo😭
@beosherped,2025-09-29T04:52:16Z,namanya juga indonesia
@narutodragneel469,2025-09-29T04:52:12Z,"Gak heran,kan indo"
@will_mintanoWAdong,2025-09-29T04:37:15Z,Ikan hiu:jan salahin gw anjing🤨😠😠😠<br><br>Btw anda tau kalidawir di tulungagung eh aku di tulungagung loh tapi sekolah ku gak disitu😋
@OG_RayaYTI,2025-09-29T04:20:30Z,KAGET LIAT BACGROUNDNYA
@M_ucups,2025-09-29T04:06:45Z,keliatan mana yang di korup dan mana yang tidak di korup
@cetukchan,2025-09-29T03:49:24Z,😂😂
@rajaaldiansyah2441,2025-09-29T03:46:51Z,Begini aja. Kasih uang nya aja ke ortunya biarin orang tuanya yang masak. Taro lah 1 anak total semuanya 50rb. Bisa buat makan ayam goreng 1 utuh. Daripada ribet akhirnya malah ngeluarin uang lagi buat biaya rumah sakit. Aneh emang yang bikin nih kebijakan ada yang mudah nyari yang susah. Kebanyakan nyari perhatian
@rajaaldiansyah2441,2025-09-29T03:43:34Z,Sip mantap
@BoyyowID,2025-09-29T03:07:32Z,"Chicken Katsu?, Ricebowl?, Mie Gacoan? Itu bergizi?"
@FANS_OMKU,2025-09-29T03:04:45Z,Mbg nya korupsi palingg😂😂😂😂😂
@puturizky165,2025-09-29T02:59:15Z,"Jangan jajan di kantin, nanti sakit<br>Meanwhile MBG"
@herdianto4742,2025-09-29T02:40:31Z,Prabowo ketawa melihat ini 😂
@haniikiboss,2025-09-29T02:39:31Z,Seketika dpr punya ketring
@kisahmahdiva,2025-09-29T00:54:42Z,"kebanyakan vendor itu Purnawirawan, macem raja kecil mereka. apalagi ditempat gue di KBB 1300++ yang knock!"
@bobbyaldino7145,2025-09-29T00:09:54Z,Iblis gin bingung liat mereka
@vengeance99,2025-09-28T23:41:49Z,"Bukan rahasia umum lagi, bahkan udah terang&quot;an dana nya di korupsi oleh tikus tikus yang mentingin perutnya sendiri. semoga aja ga tenang hidup mereka, selamanya sampai ajal menjemputnya"
@Lisanaeryou,2025-09-28T23:32:00Z,"Hr ini aku mkn mbg, tp aku tkt keracunan😇😇"
@AllyNugraha,2025-09-28T23:20:28Z,Ikan hiu goreng 😂
@nanangprabowo2162,2025-09-28T23:19:37Z,Anda saya coret dari YouTube negara ☠️
@mohammadRayhanAlkhalifi,2025-09-28T23:00:59Z,Sekarang yang keracunan udah 6000 lebih bahkan ada 11 anak yang meninggal karena memakan makanan mbg
@_Alta,2025-09-28T22:54:09Z,"Gw baru ngeh, itu chiciken katsu, mie gacoan, itu d mna bergizi nya🗿"
@BezaleelClavinovaListyanto,2025-09-28T22:23:08Z,MBG ( Makan Bergizi Gratis) ❌<br>MBG ( Makan Beracun Gratis) ✅
@MuriaLaksmana,2025-09-28T21:28:13Z,Ngeri
@alvinevendi792,2025-09-28T18:43:16Z,"kayaknya ada yg nyunat dana, kita tunggu mereka keciduk🔥"
@alfajri7271,2025-09-28T18:17:48Z,"Dari awal gue juga yakin nih program gk bakal terlaksana dengan baik sebelum Prabowo dilantik, apalagi Tim BGN kebanyakan bukan ahli dibidangnya rata-rata Purnawirawan TNI gmn mau jalan mulus coba wkwkwk"
@bambangcyrus4329,2025-09-28T16:37:18Z,Mending nasi cokot mah😂😂
@EugeoKazuya,2025-09-28T15:34:56Z,Keripik semangka njirr
@budihanafi4514,2025-09-28T15:23:41Z,Programnya bagus tapi salah negara
@kyycirebon,2025-09-28T15:01:14Z,alhamdulillah di sekolah ku amann semua dan menunya gs yang aneh aneh
@testaja123-x1c,2025-09-28T14:39:51Z,MBG artinya makan beracun gratis
@zahwabillah3951,2025-09-28T14:37:15Z,Ehh pak prabowo 🙏🙏🙏 jangan samain lambung kita sama lambung nya dedek inoen pak 😅😅😅🙏🙏
@padiL_hYtAms,2025-09-28T14:33:23Z,ikan hiu goyeng anying
@baizalqoldain12,2025-09-28T13:56:23Z,Makan tuh oke gas oke gas
@AliedSantoso,2025-09-28T13:52:15Z,Bukan makan bergizi gratis yang betul MAKAN GRATIS BERACUN
@AnggunCantik54,2025-09-28T13:26:49Z,Aku mah masukin misting bang
@jul5328,2025-09-28T13:10:48Z,Yang korup:<br>Pemerintah ✅<br>Vendor ✅
@AdeSomad-tx9vj,2025-09-28T13:06:57Z,di korupsi presiden harus mengecek lagi anggarn nya di korupsi para kades / pejabat
@ArizMuhammad-r2d,2025-09-28T12:48:38Z,Kalau mau makan mbg jangan lupa minum susu kalau sudah selesai supaya agak menetralisir racun 😂
